Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,TotalVisits,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Tags,Update me on Supply Chain Content,Get updates on DM Content,City,Asymmetrique Activity Index,Asymmetrique Profile Index,Asymmetrique Activity Score,Asymmetrique Profile Score,I agree to pay the amount through cheque,A free copy of Mastering The Interview,Last Notable Activity,Engagement_Score,Visit_Category,High_Engagement_Time,Contact_Restricted
Landing Page Submission,Organic Search,0,0,0,7.0,448,2.33,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.11520293612385561,Medium (3-10),1,0
API,Google,0,0,1,16.0,436,1.23,Email Opened,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.11934896717155846,High (11+),1,0
Landing Page Submission,Direct Traffic,0,0,0,1.0,44,1.0,Converted to Lead,India,Business Administration,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Other Cities,02.Medium,02.Medium,14.0,16.0,0,1,Modified,0.014440743301280036,Low (1-2),0,0
Landing Page Submission,Direct Traffic,1,0,0,1.0,1185,1.0,Email Bounced,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,Modified,0.2654306245155343,Low (1-2),1,1
API,Google,0,0,1,3.0,1128,3.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.26241593865878954,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,103,2.0,SMS Sent,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,1,Modified,0.03218109065007437,Low (1-2),0,0
Landing Page Submission,Google,0,0,1,12.0,766,6.0,Email Opened,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Mumbai,02.Medium,01.High,15.0,18.0,0,0,Email Opened,0.20421406574068257,High (11+),1,0
Landing Page Submission,Organic Search,0,0,0,3.0,149,3.0,Email Opened,India,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.04706178115768965,Medium (3-10),0,0
API,Google,0,0,1,4.0,1811,4.0,Email Opened,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.41741981438417863,Medium (3-10),1,0
API,Google,0,0,0,3.0,344,3.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.08995663377537554,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,4.0,1093,4.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Other,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.2594787673098276,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,5.0,1287,5.0,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,14.0,20.0,0,0,Modified,0.30691555108625057,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,0,4.0,502,4.0,Email Opened,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.12947436783776423,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,2.0,1290,2.0,Converted to Lead,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Mumbai,02.Medium,01.High,15.0,20.0,0,0,Modified,0.29328975761003917,Low (1-2),1,0
Landing Page Submission,Organic Search,0,0,1,8.0,1355,8.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,1,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.33615947038736305,Medium (3-10),1,0
Landing Page Submission,Google,1,0,0,5.0,25,5.0,Email Bounced,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,0,Modified,0.029308863888714308,Medium (3-10),0,1
Landing Page Submission,Google,0,0,0,5.0,993,5.0,Email Opened,India,Travel and Tourism,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.24224331175497035,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,5.0,96,1.67,Email Opened,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities,02.Medium,01.High,15.0,18.0,0,1,Modified,0.03303413257075818,Medium (3-10),0,0
Landing Page Submission,Google,0,0,0,4.0,234,4.0,Page Visited on Website,India,Finance Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.0705214421888421,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,0,0,0,1.0,62,1.0,Converted to Lead,India,Operations Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,1,Modified,0.018400268158297196,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,1,6.0,1295,2.0,Email Opened,India,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Lost to EINS,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.29915153038778197,Medium (3-10),1,0
Landing Page Submission,Google,1,0,0,5.0,551,5.0,Other,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,0,Other,0.14501497915488235,Medium (3-10),1,1
API,Google,0,0,0,3.0,538,1.5,Email Opened,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.12727436993275093,Medium (3-10),1,0
Landing Page Submission,Organic Search,0,0,1,9.0,1623,2.25,SMS Sent,India,Media and Advertising,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.3757671579410471,Medium (3-10),1,0
Landing Page Submission,Organic Search,1,0,0,7.0,37,7.0,Page Visited on Website,India,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Modified,0.041472356650535266,Medium (3-10),0,1
API,Olark Chat,0,0,0,1.0,241,1.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.05777554312530116,Low (1-2),0,0
Landing Page Submission,Google,0,0,0,7.0,159,2.33,Email Opened,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Thane & Outskirts,02.Medium,02.Medium,13.0,14.0,0,0,Modified,0.051630564808413465,Medium (3-10),0,0
Landing Page Submission,Google,0,0,0,13.0,112,4.33,Email Opened,India,Finance Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,1,Email Opened,0.05557751974524962,High (11+),0,0
API,Olark Chat,0,0,1,0.0,0,0.0,SMS Sent,Unknown,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.0,Low (1-2),0,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Other,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Mumbai,02.Medium,01.High,14.0,20.0,0,1,Modified,0.0,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,1,2.0,1119,2.0,SMS Sent,India,Finance Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,15.0,18.0,0,1,SMS Sent,0.2556742714683762,Low (1-2),1,0
API,Google,0,0,0,2.0,270,2.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.0689166823790669,Low (1-2),0,0
Landing Page Submission,Organic Search,0,0,0,4.0,639,4.0,SMS Sent,India,International Business,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.15961075147172818,Medium (3-10),1,0
API,Olark Chat,0,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.0,Low (1-2),0,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Email Link Clicked,Unknown,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Other,0.0,Low (1-2),0,0
Landing Page Submission,Organic Search,0,0,0,7.0,52,7.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.04477196069804957,Medium (3-10),0,0
Landing Page Submission,Google,0,0,0,4.0,1161,4.0,SMS Sent,India,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.27443697232522574,Medium (3-10),1,0
Lead Add Form,Reference,0,0,1,3.0,1055,2.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.24278643705612468,Medium (3-10),1,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.0,Low (1-2),0,0
API,Google,0,0,1,3.0,1147,1.5,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.2612382942618314,Medium (3-10),1,0
Lead Add Form,Reference,0,0,1,3.0,521,2.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.12532053296461568,Medium (3-10),1,0
Lead Add Form,Reference,0,0,1,3.0,1182,2.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.2707230846584124,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,4.0,1512,4.0,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.3516477070370603,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,442,2.0,Olark Chat Conversation,India,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,01.High,14.0,18.0,0,0,Other,0.10675214212389753,Low (1-2),1,0
Landing Page Submission,Direct Traffic,1,0,0,2.0,597,2.0,Email Bounced,India,Marketing Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Other,0.1408480506148786,Low (1-2),1,1
Landing Page Submission,Direct Traffic,0,0,1,6.0,273,2.0,Page Visited on Website,India,IT Projects Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Mumbai,02.Medium,02.Medium,15.0,15.0,0,1,Page Visited on Website,0.07433850795047452,Medium (3-10),0,0
API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Interested in other courses,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.0,Low (1-2),0,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,Email Opened,Unknown,Human Resource Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.0,Low (1-2),0,0
API,Google,0,0,0,2.0,350,2.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.08651457063247649,Low (1-2),1,0
Landing Page Submission,Google,0,0,1,4.0,1646,4.0,SMS Sent,India,Other,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.38112416986152137,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,1,7.0,1290,7.0,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Mumbai,02.Medium,01.High,15.0,20.0,0,1,Modified,0.31709928141956306,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,4.0,201,4.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.06326231328431065,Medium (3-10),0,0
Landing Page Submission,Google,0,0,1,4.0,1104,4.0,SMS Sent,India,Operations Management,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.2618984769446714,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,6.0,1073,3.0,Converted to Lead,Other,Other,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,02.Medium,02.Medium,13.0,15.0,0,0,Modified,0.253888819055999,Medium (3-10),1,0
API,Google,0,0,1,2.0,1331,2.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.30230867533991157,Low (1-2),1,0
Lead Add Form,Reference,0,0,0,3.0,109,2.0,Email Opened,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.03469140845955628,Medium (3-10),0,0
Landing Page Submission,Organic Search,0,0,1,3.0,644,3.0,SMS Sent,India,Travel and Tourism,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,SMS Sent,0.15594871472566146,Medium (3-10),1,0
Landing Page Submission,Google,0,0,0,4.0,59,2.0,SMS Sent,India,Travel and Tourism,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.024883204491651476,Medium (3-10),0,0
API,Google,0,0,1,2.0,1576,1.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.35263077954454985,Low (1-2),1,0
API,Google,0,0,0,1.0,79,1.0,Converted to Lead,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.022139819412146735,Low (1-2),0,0
API,Google,0,0,0,2.0,385,1.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.09064221817191462,Low (1-2),1,0
Landing Page Submission,Google,0,0,0,4.0,217,2.0,Converted to Lead,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Modified,0.05963903379213542,Medium (3-10),0,0
Landing Page Submission,Google,0,0,1,14.0,17,14.0,Email Opened,India,Finance Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Lost to EINS,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Modified,0.07040621792051621,High (11+),0,0
Landing Page Submission,Direct Traffic,0,0,0,3.0,57,3.0,Page Visited on Website,Other,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Already a student,0,0,Other Cities,01.High,02.Medium,16.0,16.0,0,1,Page Visited on Website,0.02682420966626862,Medium (3-10),0,0
Landing Page Submission,Google,0,0,1,5.0,653,2.5,SMS Sent,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Other Cities,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.15852371524940817,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,3.0,20,3.0,Email Opened,India,IT Projects Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Metro Cities,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.018685186349066685,Medium (3-10),0,0
API,Google,0,0,0,2.0,189,1.0,Email Opened,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Email Opened,0.04752739195106111,Low (1-2),0,0
API,Google,0,0,1,6.0,1162,6.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.28418075545220284,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,4.0,1344,4.0,Email Opened,India,Marketing Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Busy,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.3146921417049002,Medium (3-10),1,0
Landing Page Submission,Direct Traffic,0,0,0,4.0,44,4.0,Email Opened,India,IT Projects Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.028726457586994325,Medium (3-10),0,0
Landing Page Submission,Google,0,0,0,3.0,690,3.0,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Thane & Outskirts,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.16606750047137198,Medium (3-10),1,0
Lead Add Form,Reference,0,0,1,3.0,1248,1.0,Email Opened,India,Human Resource Management,Student,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Mumbai,02.Medium,01.High,14.0,20.0,0,1,Email Opened,0.28166991389604673,Medium (3-10),1,0
Lead Add Form,Reference,0,0,1,0.0,0,0.0,SMS Sent,Unknown,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.0,Low (1-2),0,0
API,Direct Traffic,0,0,1,7.0,114,7.0,Email Opened,Other,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.058410324094442,Medium (3-10),0,0
API,Olark Chat,0,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Unknown,02.Medium,02.Medium,15.0,15.0,0,0,Modified,0.0,Low (1-2),0,0
Landing Page Submission,Direct Traffic,0,0,0,2.0,212,2.0,Email Opened,Other,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Thane & Outskirts,02.Medium,01.High,13.0,17.0,0,1,Modified,0.05615821339534494,Low (1-2),0,0
Landing Page Submission,Organic Search,0,0,1,4.0,362,4.0,SMS Sent,India,Supply Chain Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Mumbai,02.Medium,01.High,14.0,20.0,0,1,Modified,0.09867806339429745,Medium (3-10),1,0
API,Google,0,0,0,4.0,183,1.0,SMS Sent,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,switched off,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.04858850271300777,Medium (3-10),0,0
Landing Page Submission,Direct Traffic,1,0,0,3.0,898,1.5,Email Bounced,India,Operations Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Modified,0.20646486707309408,Medium (3-10),1,1
API,Google,0,0,0,3.0,237,3.0,Converted to Lead,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Modified,0.0664194582364402,Medium (3-10),0,0
Landing Page Submission,Organic Search,0,0,0,11.0,529,5.5,Email Opened,India,Finance Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.14910413131376615,High (11+),1,0
Landing Page Submission,Direct Traffic,0,0,0,4.0,453,4.0,Page Visited on Website,India,Operations Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,1,Page Visited on Website,0.11869566128255085,Medium (3-10),1,0
API,Google,1,0,1,2.0,440,2.0,Email Bounced,India,Unknown,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,Other,0.10631219491756227,Low (1-2),1,1
Landing Page Submission,Google,0,0,0,4.0,12,4.0,Email Opened,India,Human Resource Management,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Email Opened,0.021687302285630483,Medium (3-10),0,0
Lead Add Form,Reference,0,0,1,3.0,532,2.0,Email Opened,Unknown,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Closed by Horizzon,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,Modified,0.12774024259945949,Medium (3-10),1,0
Landing Page Submission,Google,0,0,1,4.0,222,4.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Unknown,0,0,Mumbai,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.06788175895083066,Medium (3-10),0,0
API,Olark Chat,0,0,1,16.0,1448,1.78,Page Visited on Website,Unknown,Other,Working Professional,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,01.High,03.Low,16.0,12.0,0,0,Page Visited on Website,0.3439265392914755,High (11+),1,0
API,Google,0,0,0,1.0,247,1.0,Converted to Lead,India,Unknown,Unknown,Unknown,0,0,0,0,0,0,0,0,Unknown,0,0,Unknown,02.Medium,02.Medium,14.0,15.0,0,0,Modified,0.05909538474430688,Low (1-2),0,0
Landing Page Submission,Google,0,0,0,8.0,546,2.67,Email Opened,India,Human Resource Management,Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Ringing,0,0,Other Cities of Maharashtra,Unknown,Unknown,14.0,16.0,0,1,Email Opened,0.13916511113904426,Medium (3-10),1,0
API,Google,0,0,1,5.0,1469,5.0,SMS Sent,India,"Banking, Investment And Insurance",Unemployed,Better Career Prospects,0,0,0,0,0,0,0,0,Will revert after reading the email,0,0,Unknown,Unknown,Unknown,14.0,16.0,0,0,SMS Sent,0.3469507468627574,Medium (3-10),1,0
